id,nom_aliment,colonne,ancienne_valeur,nouvelle_valeur,unité,source_principale,source_secondaire,justification,niveau_de_confiance,date
20304,"Brocoli, cuit à la vapeur",Vitamine_B9_µg_100g,,108.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20304,"Brocoli, cuit à la vapeur",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20304,"Brocoli, cuit à la vapeur",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20007,"Carotte, appertisée, égouttée",Vitamine_B9_µg_100g,,9.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, canned, no salt added, drained solids",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20352,"Carotte, bouillie/cuite à l'eau (aliment moyen)",Vitamine_B9_µg_100g,,2.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20352,"Carotte, bouillie/cuite à l'eau (aliment moyen)",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20352,"Carotte, bouillie/cuite à l'eau (aliment moyen)",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20305,"Carotte, bouillie/cuite à l'eau, croquante",Vitamine_B9_µg_100g,,2.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20305,"Carotte, bouillie/cuite à l'eau, croquante",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20305,"Carotte, bouillie/cuite à l'eau, croquante",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20306,"Carotte, bouillie/cuite à l'eau, fondante",Vitamine_B9_µg_100g,,2.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20306,"Carotte, bouillie/cuite à l'eau, fondante",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20306,"Carotte, bouillie/cuite à l'eau, fondante",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20353,"Carotte, cuite (aliment moyen)",Vitamine_B9_µg_100g,,2.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20353,"Carotte, cuite (aliment moyen)",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20353,"Carotte, cuite (aliment moyen)",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20307,"Carotte, cuite à la vapeur",Vitamine_B9_µg_100g,,2.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20307,"Carotte, cuite à la vapeur",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20307,"Carotte, cuite à la vapeur",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20208,"Carotte, surgelée, crue",Vitamine_B9_µg_100g,,19.0,µg,"USDA FoodData Central (SR Legacy) — Carrots, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20208,"Carotte, surgelée, crue",Sélénium_µg_100g,,0.1,µg,"USDA FoodData Central (SR Legacy) — Carrots, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20354,"Céleri branche, cuit (aliment moyen)",Vitamine_K1_µg_100g,,37.8,µg,"USDA FoodData Central (SR Legacy) — Celery, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20354,"Céleri branche, cuit (aliment moyen)",Vitamine_B9_µg_100g,,22.0,µg,"USDA FoodData Central (SR Legacy) — Celery, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20354,"Céleri branche, cuit (aliment moyen)",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Celery, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20354,"Céleri branche, cuit (aliment moyen)",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Celery, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20314,"Céleri branche, cuit à l'étouffée",Vitamine_B9_µg_100g,,22.0,µg,"USDA FoodData Central (SR Legacy) — Celery, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20314,"Céleri branche, cuit à l'étouffée",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Celery, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20314,"Céleri branche, cuit à l'étouffée",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Celery, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20055,"Céleri-rave, cru",Vitamine_B9_µg_100g,,8.0,µg,"USDA FoodData Central (SR Legacy) — Celeriac, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20079,"Champignon de Paris ou champignon de couche, appertisé, égoutté",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Mushrooms, canned, drained solids",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20102,"Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau",Vitamine_B9_µg_100g,,18.0,µg,"USDA FoodData Central (SR Legacy) — Mushrooms, white, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20228,"Champignon de Paris ou champignon de couche, surgelé, cru",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Mushrooms, white, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20228,"Champignon de Paris ou champignon de couche, surgelé, cru",Vitamine_B9_µg_100g,,17.0,µg,"USDA FoodData Central (SR Legacy) — Mushrooms, white, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20228,"Champignon de Paris ou champignon de couche, surgelé, cru",Vitamine_D_µg_100g,,0.2,µg,"USDA FoodData Central (SR Legacy) — Mushrooms, white, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20228,"Champignon de Paris ou champignon de couche, surgelé, cru",Vitamine_B12_µg_100g,,0.04,µg,"USDA FoodData Central (SR Legacy) — Mushrooms, white, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20228,"Champignon de Paris ou champignon de couche, surgelé, cru",Sélénium_µg_100g,,9.3,µg,"USDA FoodData Central (SR Legacy) — Mushrooms, white, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20228,"Champignon de Paris ou champignon de couche, surgelé, cru",Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Mushrooms, white, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20211,"Champignon, lentin comestible ou shiitaké, séché",Vitamine_B9_µg_100g,,163.0,µg,"USDA FoodData Central (SR Legacy) — Mushrooms, shiitake, dried",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20211,"Champignon, lentin comestible ou shiitaké, séché",Sélénium_µg_100g,,46.1,µg,"USDA FoodData Central (SR Legacy) — Mushrooms, shiitake, dried",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20011,"Champignon, tout type, appertisé, égoutté",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Mushrooms, canned, drained solids",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
20308,"Chou blanc, bouilli/cuit à l'eau",Vitamine_B9_µg_100g,,30.0,µg,"USDA FoodData Central (SR Legacy) — Cabbage, common, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20308,"Chou blanc, bouilli/cuit à l'eau",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cabbage, common, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20308,"Chou blanc, bouilli/cuit à l'eau",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cabbage, common, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20340,"Chou chinois pak choï ou pak choy (feuilles vertes ressemblant à des blettes), cru",Vitamine_B9_µg_100g,,66.0,µg,"USDA FoodData Central (SR Legacy) — Cabbage, chinese (pak-choi), raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20340,"Chou chinois pak choï ou pak choy (feuilles vertes ressemblant à des blettes), cru",Sélénium_µg_100g,,0.5,µg,"USDA FoodData Central (SR Legacy) — Cabbage, chinese (pak-choi), raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20167,"Chou chinois pé-tsaï, cru",Vitamine_B9_µg_100g,,66.0,µg,"USDA FoodData Central (SR Legacy) — Cabbage, chinese (pak-choi), raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20167,"Chou chinois pé-tsaï, cru",Beta-Carotène_µg_100g,,2681.0,µg,"USDA FoodData Central (SR Legacy) — Cabbage, chinese (pak-choi), raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20221,"Chou chinois pé-tsaï, sauté/poêlé",Vitamine_B9_µg_100g,,41.0,µg,"USDA FoodData Central (SR Legacy) — Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20221,"Chou chinois pé-tsaï, sauté/poêlé",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20309,"Chou de Bruxelles, bouilli/cuit à l'eau",Vitamine_B9_µg_100g,,60.0,µg,"USDA FoodData Central (SR Legacy) — Brussels sprouts, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
